home_file	home_label
index.html	Classic
index2.html	Basics
index3.html	Discover
index4.html	Today
page-wallet.html	Wallet
page-places.html	Places
page-store-home.html	Store
page-news-home.html	News
page-profile-1.html	Profile 1
page-profile-2.html	Profile 2
page-profile-3.html	Profile 3
