country,region,league_name,platform,active_url,current_season_name,current_divisions,seasons_available,current_targets_total,current_targets_scraped,current_status,history_targets_total,history_targets_scraped,history_status,overall_status,started_at,finished_at,notes
England,Nottinghamshire,Retford Table Tennis League,ttleagues,https://retford.ttleagues.com,Retford League 2025/2026,1,11,1,0,pending,5,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Nottinghamshire,Table Tennis Nottingham,ttleagues,https://nottingham.ttleagues.com,Winter League 23/24,4,18,4,0,pending,12,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Oxfordshire,Banbury Table Tennis League,ttleagues,https://banbury.ttleagues.com,end of season competition,4,16,4,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Oxfordshire,Didcot Table Tennis League,ttleagues,https://didcot.ttleagues.com,Didcot Winter League 2025-26,3,7,3,0,pending,14,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Oxfordshire,Oxford Table Tennis League,ttleagues,https://oxford.ttleagues.com,Oxford Winter 2025/26,3,9,3,0,pending,11,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Shropshire,Oswestry Table Tennis League,ttleagues,https://oswestry.ttleagues.com,Nexa Law Oswestry & District TTL 2025-2026,2,11,2,0,pending,10,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Shropshire,Shrewsbury Table Tennis League,tt365,https://www.tabletennis365.com/shrewsbury,Winter 2025-2026,3,7,3,0,pending,18,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Shropshire,Telford Table Tennis League,tt365,https://www.tabletennis365.com/telford,Winter 2025-2026,2,7,2,0,pending,12,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Somerset,Bridgwater Table Tennis League,ttleagues,https://bridgwater.ttleagues.com,Bridgwater & District Table Tennis League 2025-26,3,11,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Somerset,Mendip Table Tennis League,ttleagues,https://mendip.ttleagues.com,MTTL Winter League '25-26,3,19,3,0,pending,7,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Somerset,West Somerset Table Tennis League,ttleagues,https://westsomerset.ttleagues.com,Winter League 2025/2026,2,3,2,0,pending,1,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Somerset,Yeovil & District Table Tennis League,ttleagues,https://yeovildistrict.ttleagues.com,Yeovil & District TT League 2022-23,3,10,3,0,pending,12,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Potteries Table Tennis League,ttleagues,https://potteries.ttleagues.com,Potteries & District Winter League 2025-26,3,14,3,0,pending,11,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Stafford Table Tennis League,ttleagues,https://stafford.ttleagues.com,Stafford TTA 2021-22,2,13,2,0,pending,6,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Stone Table Tennis League,ttleagues,https://stone.ttleagues.com,STONE LEAGUE 25/26,1,11,1,0,pending,5,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Tamworth Table Tennis League,ttleagues,https://tamworth.ttleagues.com,Tamworth League 2025-2026,3,6,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Walsall Table Tennis League,ttleagues,https://walsall.ttleagues.com,Winter 2025-26,3,2,3,0,pending,3,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Staffordshire,Wolverhampton & District Table Tennis Association,tt365,https://www.tabletennis365.com/wolverhampton,League Cup 2025-2026,6,8,6,0,pending,21,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Suffolk,Bury St Edmunds Table Tennis League,ttleagues,https://burystedmunds.ttleagues.com,2025-26 Season,3,9,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Suffolk,Suffolk and Cambs Junior Table Tennis League,ttleagues,https://suffolkandcambsjunior.ttleagues.com,SCBJTTL 2019-20,2,1,2,0,pending,0,0,not_required,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Surrey,Croydon Table Tennis League,tt365,https://www.tabletennis365.com/croydon,Croydon Winter League 2025-2026,3,7,3,0,pending,24,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Surrey,Guildford Table Tennis League,ttleagues,https://guildford.ttleagues.com,Season 2025/2026,5,11,5,0,pending,25,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Surrey,Haslemere Table Tennis League,ttleagues,https://haslemere.ttleagues.com,23/24 WINTER LEAGUE,3,11,3,0,pending,9,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Surrey,Reigate and Redhill Table Tennis League,ttleagues,https://reigateandredhill.ttleagues.com,Reigate and Redhill 2019-20,4,13,4,0,pending,18,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Surrey,Thames Valley Table Tennis League,ttleagues,https://thamesvalley.ttleagues.com,2025-26 Season,3,10,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Surrey,Wandsworth & District Table Tennis League,ttleagues,https://wandsworthdistrict.ttleagues.com,IMS 2023/24,4,28,4,0,pending,6,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Sussex,Brighton Table Tennis League,ttleagues,https://brighton.ttleagues.com,Brighton League Season 2019/2020,4,21,4,0,pending,14,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Sussex,Crawley and Horsham Table Tennis League,ttleagues,https://crawleyandhorsham.ttleagues.com,Crawley & Horsham Winter League 2025/26,3,12,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Sussex,East Grinstead Table Tennis League,ttleagues,https://eastgrinstead.ttleagues.com,EG&DTTL Winter 2025-26,2,12,2,0,pending,8,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Sussex,Eastbourne Table Tennis League,ttleagues,https://eastbourne.ttleagues.com,Eastbourne TTL 2025-26 Season,3,10,3,0,pending,14,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Sussex,Hastings Table Tennis League,tt365,https://www.tabletennis365.com/hastings,Senior 2025-26,4,8,4,0,pending,15,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Sussex,Haywards Heath Table Tennis League,tt365,https://www.tabletennis365.com/HaywardsHeath,Winter 2021-22,2,7,2,0,pending,17,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Sussex,Worthing Table Tennis League,ttleagues,https://worthing.ttleagues.com,Worthing Winter League 2025-2026,4,7,4,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Warwickshire,Birmingham Solihull & District Table Tennis Association,ttleagues,https://birminghamdistrict.ttleagues.com,Winter League 2021-22,5,18,5,0,pending,24,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Warwickshire,Coventry Table Tennis League,ttleagues,https://coventry.ttleagues.com,Winter 25/26,6,23,6,0,pending,19,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Warwickshire,Leamington Table Tennis League,ttleagues,https://leamington.ttleagues.com,Leamington Interim 2 a side League - Autumn 2020,6,32,6,0,pending,22,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Warwickshire,Nuneaton Table Tennis League,ttleagues,https://nuneaton.ttleagues.com,Nuneaton Winter League 2025/26,3,10,3,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Wiltshire,Devizes Table Tennis League,ttleagues,https://devizes.ttleagues.com,2025-2026,3,14,3,0,pending,10,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Wiltshire,Swindon Table Tennis League,ttleagues,https://swindon.ttleagues.com,Pickett Handicap 2024-25: Round 1 Groups,3,19,3,0,pending,9,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Wiltshire,West Wilts Table Tennis League,ttleagues,https://westwilts.ttleagues.com,Winter 2023/24,4,12,4,0,pending,15,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Worcestershire,Bromsgrove Redditch & District Table Tennis League,ttleagues,https://bromsgroveredditchdistrict.ttleagues.com,2025/2026 Winter League,3,9,3,0,pending,12,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Worcestershire,Dudley Table Tennis League,ttleagues,https://dudley.ttleagues.com,Winter 2025-26,2,7,2,0,pending,6,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Worcestershire,Evesham Table Tennis League,ttleagues,https://evesham.ttleagues.com,Evesham 2025-26,2,13,2,0,pending,10,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Worcestershire,Kidderminster & District Table Tennis League,tt365,https://www.tabletennis365.com/kidderminster,Winter 2025-26,3,7,3,0,pending,17,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Worcestershire,Malvern Table Tennis League,ttleagues,https://malvern.ttleagues.com,Malvern 2021 - 22,3,11,3,0,pending,11,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Worcestershire,Worcester Table Tennis League,ttleagues,https://worcester.ttleagues.com,League 2025/26,4,12,4,0,pending,12,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Barnsley Table Tennis League,ttleagues,https://barnsley.ttleagues.com,Barnsley Winter League 2025/26,1,9,1,0,pending,5,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Bradford Table Tennis League,ttleagues,https://bradford.ttleagues.com,winter 24/25,4,16,4,0,pending,13,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Castleford and Pontefract Table Tennis League,ttleagues,https://castlefordandpontefract.ttleagues.com,Winter 25-26,2,6,2,0,pending,10,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Dewsbury Table Tennis League,ttleagues,https://dewsbury.ttleagues.com,Dewsbury Table Tennis League,2,1,2,0,pending,0,0,not_required,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Doncaster Table Tennis League,ttleagues,https://doncaster.ttleagues.com,Doncaster 2025-2026,1,11,1,0,pending,5,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Halifax Table Tennis League,tt365,https://www.tabletennis365.com/halifax,Winter League 25-26,3,7,3,0,pending,25,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Yorkshire,Harrogate Table Tennis League,tt365,https://www.tabletennis365.com/harrogate,Winter 2025-26,5,7,5,0,pending,25,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Yorkshire,Hull Table Tennis League,tt365,https://www.tabletennis365.com/hull,2025-26,4,7,4,0,pending,24,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Yorkshire,Keighley Table Tennis League,ttleagues,https://keighley.ttleagues.com,Winter League 2025/2026,3,2,3,0,pending,4,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Leeds Table Tennis League,ttleagues,https://leeds.ttleagues.com,Divisional Knock Out Competition 2025/2026 ,7,12,7,0,pending,32,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Rotherham Table Tennis League,tt365,https://tabletennis365.com/rotherham,Winter 2025-26,3,7,3,0,pending,17,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
England,Yorkshire,Scarborough Table Tennis League,ttleagues,https://scarborough.ttleagues.com,2025/26,3,9,3,0,pending,14,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Selby Table Tennis League,ttleagues,https://selby.ttleagues.com,Selby Table Tennis League 25/26,2,14,2,0,pending,8,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,Wakefield Table Tennis League,ttleagues,https://wakefield.ttleagues.com,Division 1 2020,2,2,2,0,pending,1,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
England,Yorkshire,York Table Tennis League,ttleagues,https://york.ttleagues.com,Winter 2024-25,5,14,5,0,pending,19,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
Scotland,Dumfries and Galloway,Dumfries Table Tennis League,tt365,https://www.tabletennis365.com/Dumfries,Winter 2024-25,2,7,2,0,pending,13,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Scotland,Perth and Kinross,Perth Table Tennis Association,tt365,https://www.tabletennis365.com/Perth,Perth 2025 - 26,2,7,2,0,pending,12,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Scotland,West of Scotland,West of Scotland Table Tennis League,tt365,https://www.tabletennis365.com/WestofScotland,Senior 2024-25,5,8,5,0,pending,21,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Wales,Cardiff,Cardiff & District Table Tennis League,tt365,https://www.tabletennis365.com/Cardiff,Tiered 2025-26,3,7,3,0,pending,16,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Wales,Conwy,Llandudno Table Tennis League,tt365,https://www.tabletennis365.com/Llandudno,Llandudno 2024-25,2,7,2,0,pending,12,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Wales,Flintshire,East Flintshire League,ttleagues,https://eastflintshire.ttleagues.com,EFTTL League 25/26 Season,4,14,4,0,pending,10,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
Wales,Gwent,Gwent Table Tennis League,tt365,https://www.tabletennis365.com/GwentTTC,Winter 2025 -2026,3,7,3,0,pending,13,0,pending,pending,,,Verified against the live TT365 tables and archive pages.
Wales,Pembrokeshire,Pembrokeshire Table Tennis League,ttleagues,https://pembrokeshireleague.ttleagues.com,Pembrokeshire League 25/26 Season,3,3,3,0,pending,2,0,pending,pending,,,Verified against the live TT Leagues competitions and divisions APIs.
